"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"24/06/2025";"1000";"5,6";"6,3";"5,5";"91,0";"93,0";"91,0";"4,3";"5,0";"4,2";"1005,5";"1005,5";"1005,0";"0,0";"236,0";"0,0";"";"0,0"
"24/06/2025";"1100";"6,7";"6,8";"5,6";"79,0";"91,0";"77,0";"3,4";"4,3";"3,0";"1006,0";"1006,0";"1005,5";"0,9";"236,0";"2,9";"126,80";"0,0"
"24/06/2025";"1200";"9,8";"9,8";"6,7";"62,0";"80,0";"62,0";"2,9";"4,0";"2,9";"1006,4";"1006,4";"1006,0";"2,6";"236,0";"5,1";"737,80";"0,0"
"24/06/2025";"1300";"11,8";"11,8";"9,8";"51,0";"62,0";"50,0";"1,8";"3,0";"0,8";"1006,7";"1006,8";"1006,3";"3,5";"236,0";"8,7";"1430,10";"0,0"
"24/06/2025";"1400";"13,8";"14,1";"11,4";"43,0";"51,0";"43,0";"1,5";"2,6";"0,9";"1006,4";"1006,9";"1006,4";"3,0";"236,0";"7,1";"1994,60";"0,0"
"24/06/2025";"1500";"15,9";"16,0";"13,4";"35,0";"46,0";"33,0";"0,5";"2,6";"-0,7";"1005,6";"1006,5";"1005,6";"2,2";"236,0";"6,9";"2457,40";"0,0"
"24/06/2025";"1600";"17,0";"17,8";"15,5";"30,0";"36,0";"28,0";"-0,5";"1,4";"-1,7";"1004,4";"1005,6";"1004,4";"0,5";"236,0";"6,2";"2645,10";"0,0"
"24/06/2025";"1700";"18,3";"19,0";"17,0";"28,0";"32,0";"25,0";"-0,5";"0,7";"-2,0";"1003,0";"1004,4";"1003,0";"0,4";"236,0";"5,1";"2595,80";"0,0"
"24/06/2025";"1800";"19,3";"19,4";"18,2";"25,0";"29,0";"24,0";"-1,5";"0,0";"-2,3";"1002,0";"1003,0";"1002,0";"0,9";"236,0";"5,8";"2314,00";"0,0"
"24/06/2025";"1900";"18,9";"19,5";"18,7";"25,0";"28,0";"23,0";"-1,5";"0,2";"-2,9";"1001,3";"1002,0";"1001,3";"0,9";"236,0";"5,3";"1813,60";"0,0"
"24/06/2025";"2000";"18,5";"19,3";"18,5";"24,0";"27,0";"23,0";"-2,6";"-0,4";"-2,9";"1001,1";"1001,3";"1001,0";"0,4";"236,0";"3,9";"1103,50";"0,0"
"24/06/2025";"2100";"16,1";"18,5";"16,0";"35,0";"41,0";"24,0";"0,8";"2,7";"-2,5";"1001,0";"1001,2";"1001,0";"0,0";"236,0";"3,4";"324,90";"0,0"
"24/06/2025";"2200";"14,1";"16,3";"14,1";"45,0";"45,0";"32,0";"2,2";"2,6";"-0,7";"1001,1";"1001,1";"1000,8";"0,0";"236,0";"0,0";"";"0,0"
"24/06/2025";"2300";"12,1";"14,1";"11,9";"59,0";"62,0";"45,0";"4,2";"4,7";"2,2";"1001,4";"1001,4";"1001,0";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"0000";"10,5";"12,0";"10,5";"65,0";"68,0";"59,0";"4,2";"5,7";"3,9";"1001,7";"1001,7";"1001,4";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"0100";"10,1";"10,6";"10,0";"61,0";"65,0";"59,0";"2,8";"4,0";"2,7";"1001,7";"1001,8";"1001,7";"0,0";"236,0";"1,2";"";"0,0"
"25/06/2025";"0200";"9,6";"10,1";"9,4";"60,0";"64,0";"60,0";"2,3";"2,8";"2,2";"1001,3";"1001,7";"1001,2";"0,1";"236,0";"3,3";"";"0,0"
"25/06/2025";"0300";"9,4";"9,6";"9,2";"62,0";"63,0";"60,0";"2,5";"2,6";"2,2";"1000,7";"1001,3";"1000,7";"0,0";"236,0";"2,5";"";"0,0"
"25/06/2025";"0400";"9,1";"9,4";"9,0";"64,0";"64,0";"62,0";"2,7";"2,8";"2,4";"1000,3";"1000,7";"1000,3";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"0500";"8,4";"9,1";"8,4";"70,0";"71,0";"64,0";"3,3";"3,5";"2,7";"999,8";"1000,3";"999,8";"0,0";"236,0";"2,0";"";"0,0"
"25/06/2025";"0600";"7,9";"8,7";"7,9";"76,0";"76,0";"70,0";"3,9";"4,0";"3,3";"998,9";"999,8";"998,9";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"0700";"7,8";"8,2";"7,7";"76,0";"77,0";"74,0";"3,9";"4,0";"3,7";"998,4";"998,9";"998,4";"0,0";"236,0";"1,3";"";"0,0"
"25/06/2025";"0800";"7,8";"8,1";"7,5";"78,0";"80,0";"76,0";"4,3";"4,4";"3,8";"998,0";"998,5";"998,0";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"0900";"8,5";"8,8";"7,8";"78,0";"79,0";"75,0";"4,8";"4,8";"4,3";"998,1";"998,2";"998,0";"0,0";"236,0";"2,9";"";"0,0"
"25/06/2025";"1000";"8,9";"8,9";"8,3";"79,0";"80,0";"76,0";"5,4";"5,6";"4,7";"998,5";"998,6";"998,0";"0,0";"236,0";"0,0";"";"0,0"
"25/06/2025";"1100";"10,9";"11,3";"8,8";"75,0";"80,0";"72,0";"6,7";"7,1";"5,3";"999,3";"999,3";"998,5";"0,0";"236,0";"0,0";"117,00";"0,0"
"25/06/2025";"1200";"13,7";"13,9";"10,9";"63,0";"76,0";"62,0";"6,9";"7,6";"5,8";"999,3";"999,5";"999,3";"0,0";"236,0";"2,0";"663,60";"0,0"
"25/06/2025";"1300";"16,6";"16,6";"13,7";"53,0";"64,0";"50,0";"6,9";"7,1";"5,8";"999,5";"999,6";"999,1";"0,4";"236,0";"4,3";"814,80";"0,0"
"25/06/2025";"1400";"21,0";"21,2";"16,5";"40,0";"53,0";"37,0";"6,7";"7,6";"5,6";"999,1";"999,7";"999,1";"0,8";"236,0";"3,6";"1981,10";"0,0"
"25/06/2025";"1500";"23,3";"23,6";"20,3";"32,0";"40,0";"32,0";"5,9";"7,0";"5,1";"997,9";"999,1";"997,9";"0,9";"236,0";"4,4";"2281,50";"0,0"
"25/06/2025";"1600";"24,7";"24,8";"23,0";"33,0";"35,0";"31,0";"7,2";"8,0";"5,3";"997,1";"998,0";"997,1";"1,3";"236,0";"6,7";"2468,90";"0,0"
"25/06/2025";"1700";"25,3";"25,9";"24,5";"33,0";"34,0";"31,0";"7,6";"8,8";"6,7";"995,3";"997,1";"995,3";"1,4";"236,0";"6,3";"2406,50";"0,0"
"25/06/2025";"1800";"26,1";"26,9";"25,2";"38,0";"38,0";"33,0";"10,6";"10,9";"8,0";"994,3";"995,3";"994,3";"1,9";"236,0";"8,2";"2131,70";"0,0"
"25/06/2025";"1900";"26,6";"27,2";"26,0";"42,0";"42,0";"36,0";"12,6";"12,6";"10,0";"993,6";"994,3";"993,6";"3,2";"236,0";"6,2";"1653,80";"0,0"
"25/06/2025";"2000";"26,0";"27,1";"26,0";"45,0";"45,0";"39,0";"13,0";"13,3";"11,5";"993,5";"993,6";"993,3";"2,7";"236,0";"6,0";"1005,80";"0,0"
"25/06/2025";"2100";"24,6";"26,0";"24,5";"51,0";"51,0";"45,0";"13,9";"13,9";"13,0";"994,2";"994,2";"993,4";"1,4";"236,0";"5,9";"297,10";"0,0"
"25/06/2025";"2200";"22,7";"24,6";"22,7";"59,0";"59,0";"51,0";"14,4";"14,5";"13,9";"994,5";"994,5";"994,2";"0,0";"236,0";"4,2";"";"0,0"
"25/06/2025";"2300";"20,2";"22,7";"20,2";"72,0";"72,0";"60,0";"15,0";"15,4";"14,4";"995,0";"995,0";"994,5";"0,0";"236,0";"0,0";"";"0,0"
